,chain,chain_price,voter,rank,token,asset_value,voting_power,commission,jailed,record_time
4614473,humans,0.01421065,stakingcabin,1,1.015e+18,1.442380975e+16,0.0207,0.05,False,1699833600000
4614474,humans,0.01421065,meria,2,1.01e+18,1.43527565e+16,0.020598,0.05,False,1699833600000
4614475,humans,0.01421065,posthumandvs,3,1.01e+18,1.43527565e+16,0.020598,0.05,False,1699833600000
4614476,humans,0.01421065,stakelab,4,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614477,humans,0.01421065,stake2earn,5,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614478,humans,0.01421065,itrocket,6,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614479,humans,0.01421065,hashquark,7,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614480,humans,0.01421065,safeblock,8,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614481,humans,0.01421065,staketab,9,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614482,humans,0.01421065,finoaconsensusservices,10,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614483,humans,0.01421065,qubelabs,11,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614484,humans,0.01421065,nodersteam,12,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614485,humans,0.01421065,nodes.guru,13,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614486,humans,0.01421065,forbole,14,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614487,humans,0.01421065,stakeme,15,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614488,humans,0.01421065,huginn,16,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614489,humans,0.01421065,staking4all,17,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614490,humans,0.01421065,validblocks,18,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614491,humans,0.01421065,thenop.io,19,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614492,humans,0.01421065,stakeme.io,20,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614493,humans,0.01421065,bwarelabs,21,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614494,humans,0.01421065,kingsuper,22,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614495,humans,0.01421065,stakeangle,23,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614496,humans,0.01421065,cyberg,24,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614497,humans,0.01421065,nodestake,25,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614498,humans,0.01421065,alchemiststake,26,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614499,humans,0.01421065,0xfury,27,1e+18,1.421065e+16,0.020394,0.08,False,1699833600000
4614500,humans,0.01421065,orang3club,28,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614501,humans,0.01421065,stakepool,29,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614502,humans,0.01421065,anyvalid,30,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614503,humans,0.01421065,web34ever,31,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614504,humans,0.01421065,nodeist,32,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614505,humans,0.01421065,kjnodes,33,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614506,humans,0.01421065,rhino,34,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614507,humans,0.01421065,bharvest,35,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614508,humans,0.01421065,nodejumper,36,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614509,humans,0.01421065,cosmostation,37,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614510,humans,0.01421065,infstones,38,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614511,humans,0.01421065,alphabet,39,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614512,humans,0.01421065,moonstake,40,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614513,humans,0.01421065,nakoturk,41,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614514,humans,0.01421065,cosmobook,42,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614515,humans,0.01421065,masternode24,43,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614516,humans,0.01421065,konsortech,44,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614517,humans,0.01421065,stakr.space,45,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614518,humans,0.01421065,staketake,46,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614519,humans,0.01421065,ppnvservice,47,1e+18,1.421065e+16,0.020394,0.1,False,1699833600000
4614520,humans,0.01421065,blockhunters,48,1e+18,1.421065e+16,0.020394,0.0777,False,1699833600000
4614521,humans,0.01421065,validatrium,49,1e+18,1.421065e+16,0.020394,0.05,False,1699833600000
4614522,humans,0.01421065,,50,1e+18,1.421065e+16,0.020394,0.05,True,1699833600000
4614523,humans,0.01421065,,50,1e+18,1.421065e+16,0.020394,0.05,True,1699833600000
4614524,humans,0.01461584,stakingcabin,1,1.015e+18,1.48350776e+16,0.0207,0.05,False,1699790400000
4614525,humans,0.01461584,meria,2,1.01e+18,1.47619984e+16,0.020598,0.05,False,1699790400000
4614526,humans,0.01461584,posthumandvs,3,1.01e+18,1.47619984e+16,0.020598,0.05,False,1699790400000
4614527,humans,0.01461584,stakelab,4,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614528,humans,0.01461584,stake2earn,5,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614529,humans,0.01461584,itrocket,6,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614530,humans,0.01461584,hashquark,7,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614531,humans,0.01461584,safeblock,8,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614532,humans,0.01461584,staketab,9,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614533,humans,0.01461584,finoaconsensusservices,10,1e+18,1.461584e+16,0.020394,0.1,False,1699790400000
4614534,humans,0.01461584,qubelabs,11,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614535,humans,0.01461584,nodersteam,12,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614536,humans,0.01461584,nodes.guru,13,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614537,humans,0.01461584,forbole,14,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614538,humans,0.01461584,stakeme,15,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614539,humans,0.01461584,huginn,16,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614540,humans,0.01461584,staking4all,17,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614541,humans,0.01461584,validblocks,18,1e+18,1.461584e+16,0.020394,0.1,False,1699790400000
4614542,humans,0.01461584,thenop.io,19,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614543,humans,0.01461584,stakeme.io,20,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614544,humans,0.01461584,bwarelabs,21,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614545,humans,0.01461584,kingsuper,22,1e+18,1.461584e+16,0.020394,0.05,False,1699790400000
4614546,humans,0.01461584,stakeangle,23,1e+18,1.461584e+16,0.020394,0.1,False,1699790400000
